evaporationRates,maxIteration,alpha,beta,Q,epsilon,method,AverageFitness
0.3000,50,2.5000,2.0000,10.0000,10.0000,3,299.1000
0.3000,50,2.5000,2.0000,100.0000,3.0000,1,302.3000
0.3000,50,2.5000,2.0000,100.0000,3.0000,2,313.5000
0.3000,50,2.5000,2.0000,100.0000,3.0000,3,329.8500
0.3000,50,2.5000,2.0000,100.0000,5.0000,1,305.8500
0.3000,50,2.5000,2.0000,100.0000,5.0000,2,324.5500
0.3000,50,2.5000,2.0000,100.0000,5.0000,3,338.8000
0.3000,50,2.5000,2.0000,100.0000,10.0000,1,303.2000
0.3000,50,2.5000,2.0000,100.0000,10.0000,2,355.2500
0.3000,50,2.5000,2.0000,100.0000,10.0000,3,343.9500
0.3000,50,2.5000,5.0000,10.0000,3.0000,1,291.0000
0.3000,50,2.5000,5.0000,10.0000,3.0000,2,291.0000
0.3000,50,2.5000,5.0000,10.0000,3.0000,3,291.0000
0.3000,50,2.5000,5.0000,10.0000,5.0000,1,291.0000
0.3000,50,2.5000,5.0000,10.0000,5.0000,2,291.4000
0.3000,50,2.5000,5.0000,10.0000,5.0000,3,291.0000
0.3000,50,2.5000,5.0000,10.0000,10.0000,1,291.0000
0.3000,50,2.5000,5.0000,10.0000,10.0000,2,292.2000
0.3000,50,2.5000,5.0000,10.0000,10.0000,3,291.0000
0.3000,50,2.5000,5.0000,100.0000,3.0000,1,292.0000
0.3000,50,2.5000,5.0000,100.0000,3.0000,2,292.0000
0.3000,50,2.5000,5.0000,100.0000,3.0000,3,299.1000
0.3000,50,2.5000,5.0000,100.0000,5.0000,1,291.4000
0.3000,50,2.5000,5.0000,100.0000,5.0000,2,292.0000
0.3000,50,2.5000,5.0000,100.0000,5.0000,3,293.2000
0.3000,50,2.5000,5.0000,100.0000,10.0000,1,291.0000
0.3000,50,2.5000,5.0000,100.0000,10.0000,2,293.0000
0.3000,50,2.5000,5.0000,100.0000,10.0000,3,297.0000
0.3000,100,1.0000,1.0000,10.0000,3.0000,1,291.2000
0.3000,100,1.0000,1.0000,10.0000,3.0000,2,293.0000
0.3000,100,1.0000,1.0000,10.0000,3.0000,3,301.0000
0.3000,100,1.0000,1.0000,10.0000,5.0000,1,291.6000
0.3000,100,1.0000,1.0000,10.0000,5.0000,2,294.9500
0.3000,100,1.0000,1.0000,10.0000,5.0000,3,301.9000
0.3000,100,1.0000,1.0000,10.0000,10.0000,1,291.4000
0.3000,100,1.0000,1.0000,10.0000,10.0000,2,301.5500
0.3000,100,1.0000,1.0000,10.0000,10.0000,3,299.8500
0.3000,100,1.0000,1.0000,100.0000,3.0000,1,291.4000
0.3000,100,1.0000,1.0000,100.0000,3.0000,2,292.4000
0.3000,100,1.0000,1.0000,100.0000,3.0000,3,315.3500
0.3000,100,1.0000,1.0000,100.0000,5.0000,1,291.4000
0.3000,100,1.0000,1.0000,100.0000,5.0000,2,295.7000
0.3000,100,1.0000,1.0000,100.0000,5.0000,3,308.6500
0.3000,100,1.0000,1.0000,100.0000,10.0000,1,291.2000
0.3000,100,1.0000,1.0000,100.0000,10.0000,2,305.9000
0.3000,100,1.0000,1.0000,100.0000,10.0000,3,310.5500
0.3000,100,1.0000,2.0000,10.0000,3.0000,1,291.0000
0.3000,100,1.0000,2.0000,10.0000,3.0000,2,291.0000
0.3000,100,1.0000,2.0000,10.0000,3.0000,3,291.4000
0.3000,100,1.0000,2.0000,10.0000,5.0000,1,291.0000
0.3000,100,1.0000,2.0000,10.0000,5.0000,2,291.0000
0.3000,100,1.0000,2.0000,10.0000,5.0000,3,293.4000
0.3000,100,1.0000,2.0000,10.0000,10.0000,1,291.0000
0.3000,100,1.0000,2.0000,10.0000,10.0000,2,291.6000
0.3000,100,1.0000,2.0000,10.0000,10.0000,3,293.0000
0.3000,100,1.0000,2.0000,100.0000,3.0000,1,291.0000
0.3000,100,1.0000,2.0000,100.0000,3.0000,2,291.4000
0.3000,100,1.0000,2.0000,100.0000,3.0000,3,295.5500
0.3000,100,1.0000,2.0000,100.0000,5.0000,1,291.0000
0.3000,100,1.0000,2.0000,100.0000,5.0000,2,291.2000
0.3000,100,1.0000,2.0000,100.0000,5.0000,3,299.9000
0.3000,100,1.0000,2.0000,100.0000,10.0000,1,291.0000
0.3000,100,1.0000,2.0000,100.0000,10.0000,2,292.8000
0.3000,100,1.0000,2.0000,100.0000,10.0000,3,297.1500
0.3000,100,1.0000,5.0000,10.0000,3.0000,1,291.0000
0.3000,100,1.0000,5.0000,10.0000,3.0000,2,291.0000
0.3000,100,1.0000,5.0000,10.0000,3.0000,3,291.0000
0.3000,100,1.0000,5.0000,10.0000,5.0000,1,291.0000
0.3000,100,1.0000,5.0000,10.0000,5.0000,2,291.0000
0.3000,100,1.0000,5.0000,10.0000,5.0000,3,291.0000
0.3000,100,1.0000,5.0000,10.0000,10.0000,1,291.0000
0.3000,100,1.0000,5.0000,10.0000,10.0000,2,291.2000
0.3000,100,1.0000,5.0000,10.0000,10.0000,3,291.0000
0.3000,100,1.0000,5.0000,100.0000,3.0000,1,291.0000
0.3000,100,1.0000,5.0000,100.0000,3.0000,2,291.0000
0.3000,100,1.0000,5.0000,100.0000,3.0000,3,291.2000
0.3000,100,1.0000,5.0000,100.0000,5.0000,1,291.0000
0.3000,100,1.0000,5.0000,100.0000,5.0000,2,291.0000
0.3000,100,1.0000,5.0000,100.0000,5.0000,3,291.0000
0.3000,100,1.0000,5.0000,100.0000,10.0000,1,291.0000
0.3000,100,1.0000,5.0000,100.0000,10.0000,2,291.0000
0.3000,100,1.0000,5.0000,100.0000,10.0000,3,291.8000
0.3000,100,2.5000,1.0000,10.0000,3.0000,1,323.5000
0.3000,100,2.5000,1.0000,10.0000,3.0000,2,335.2500
0.3000,100,2.5000,1.0000,10.0000,3.0000,3,315.1000
0.3000,100,2.5000,1.0000,10.0000,5.0000,1,323.2000
0.3000,100,2.5000,1.0000,10.0000,5.0000,2,350.5500
0.3000,100,2.5000,1.0000,10.0000,5.0000,3,319.7000
0.3000,100,2.5000,1.0000,10.0000,10.0000,1,319.6000
0.3000,100,2.5000,1.0000,10.0000,10.0000,2,377.5000
0.3000,100,2.5000,1.0000,10.0000,10.0000,3,317.0000
0.3000,100,2.5000,1.0000,100.0000,3.0000,1,348.5000
0.3000,100,2.5000,1.0000,100.0000,3.0000,2,365.4000
0.3000,100,2.5000,1.0000,100.0000,3.0000,3,381.1000
0.3000,100,2.5000,1.0000,100.0000,5.0000,1,350.9000
0.3000,100,2.5000,1.0000,100.0000,5.0000,2,384.9000
0.3000,100,2.5000,1.0000,100.0000,5.0000,3,385.5000
0.3000,100,2.5000,1.0000,100.0000,10.0000,1,355.3000
0.3000,100,2.5000,1.0000,100.0000,10.0000,2,403.5000
0.3000,100,2.5000,1.0000,100.0000,10.0000,3,389.2000
0.3000,100,2.5000,2.0000,10.0000,3.0000,1,294.8000
0.3000,100,2.5000,2.0000,10.0000,3.0000,2,300.9000
0.3000,100,2.5000,2.0000,10.0000,3.0000,3,299.5000
0.3000,100,2.5000,2.0000,10.0000,5.0000,1,293.4000
0.3000,100,2.5000,2.0000,10.0000,5.0000,2,304.7000
0.3000,100,2.5000,2.0000,10.0000,5.0000,3,302.6000
0.3000,100,2.5000,2.0000,10.0000,10.0000,1,296.7500
0.3000,100,2.5000,2.0000,10.0000,10.0000,2,317.3000
0.3000,100,2.5000,2.0000,10.0000,10.0000,3,298.0000
0.3000,100,2.5000,2.0000,100.0000,3.0000,1,299.3000
0.3000,100,2.5000,2.0000,100.0000,3.0000,2,308.4500
0.3000,100,2.5000,2.0000,100.0000,3.0000,3,340.1000
0.3000,100,2.5000,2.0000,100.0000,5.0000,1,303.4000
0.3000,100,2.5000,2.0000,100.0000,5.0000,2,327.7000
0.3000,100,2.5000,2.0000,100.0000,5.0000,3,341.1000
0.3000,100,2.5000,2.0000,100.0000,10.0000,1,299.7000
0.3000,100,2.5000,2.0000,100.0000,10.0000,2,351.0000
0.3000,100,2.5000,2.0000,100.0000,10.0000,3,336.6500
0.3000,100,2.5000,5.0000,10.0000,3.0000,1,291.0000
0.3000,100,2.5000,5.0000,10.0000,3.0000,2,291.4000
0.3000,100,2.5000,5.0000,10.0000,3.0000,3,291.0000
0.3000,100,2.5000,5.0000,10.0000,5.0000,1,291.2000
0.3000,100,2.5000,5.0000,10.0000,5.0000,2,291.6000
0.3000,100,2.5000,5.0000,10.0000,5.0000,3,291.2000
0.3000,100,2.5000,5.0000,10.0000,10.0000,1,291.0000
0.3000,100,2.5000,5.0000,10.0000,10.0000,2,294.4000
0.3000,100,2.5000,5.0000,10.0000,10.0000,3,291.4000
0.3000,100,2.5000,5.0000,100.0000,3.0000,1,291.4000
0.3000,100,2.5000,5.0000,100.0000,3.0000,2,291.4000
0.3000,100,2.5000,5.0000,100.0000,3.0000,3,297.5500
0.3000,100,2.5000,5.0000,100.0000,5.0000,1,291.6000
0.3000,100,2.5000,5.0000,100.0000,5.0000,2,291.8000
0.3000,100,2.5000,5.0000,100.0000,5.0000,3,299.9000
0.3000,100,2.5000,5.0000,100.0000,10.0000,1,291.6000
0.3000,100,2.5000,5.0000,100.0000,10.0000,2,292.2000
0.3000,100,2.5000,5.0000,100.0000,10.0000,3,297.0500
0.3000,300,1.0000,1.0000,10.0000,3.0000,1,291.4000
0.3000,300,1.0000,1.0000,10.0000,3.0000,2,295.9000
0.3000,300,1.0000,1.0000,10.0000,3.0000,3,298.1500
0.3000,300,1.0000,1.0000,10.0000,5.0000,1,291.0000
0.3000,300,1.0000,1.0000,10.0000,5.0000,2,295.8000
0.3000,300,1.0000,1.0000,10.0000,5.0000,3,297.4000
0.3000,300,1.0000,1.0000,10.0000,10.0000,1,291.0000
0.3000,300,1.0000,1.0000,10.0000,10.0000,2,297.5000
0.3000,300,1.0000,1.0000,10.0000,10.0000,3,297.9500
0.3000,300,1.0000,1.0000,100.0000,3.0000,1,291.0000
0.3000,300,1.0000,1.0000,100.0000,3.0000,2,293.6000
0.3000,300,1.0000,1.0000,100.0000,3.0000,3,307.1500
0.3000,300,1.0000,1.0000,100.0000,5.0000,1,291.0000
0.3000,300,1.0000,1.0000,100.0000,5.0000,2,297.3000
0.3000,300,1.0000,1.0000,100.0000,5.0000,3,307.5500
0.3000,300,1.0000,1.0000,100.0000,10.0000,1,291.8000
0.3000,300,1.0000,1.0000,100.0000,10.0000,2,301.8000
0.3000,300,1.0000,1.0000,100.0000,10.0000,3,317.2000
0.3000,300,1.0000,2.0000,10.0000,3.0000,1,291.0000
0.3000,300,1.0000,2.0000,10.0000,3.0000,2,291.0000
0.3000,300,1.0000,2.0000,10.0000,3.0000,3,295.0000
0.3000,300,1.0000,2.0000,10.0000,5.0000,1,291.0000
0.3000,300,1.0000,2.0000,10.0000,5.0000,2,291.4000
0.3000,300,1.0000,2.0000,10.0000,5.0000,3,291.6000
0.3000,300,1.0000,2.0000,10.0000,10.0000,1,291.0000
0.3000,300,1.0000,2.0000,10.0000,10.0000,2,295.4500
0.3000,300,1.0000,2.0000,10.0000,10.0000,3,293.0000
0.3000,300,1.0000,2.0000,100.0000,3.0000,1,291.0000
0.3000,300,1.0000,2.0000,100.0000,3.0000,2,291.4000
0.3000,300,1.0000,2.0000,100.0000,3.0000,3,294.8000
0.3000,300,1.0000,2.0000,100.0000,5.0000,1,291.0000
0.3000,300,1.0000,2.0000,100.0000,5.0000,2,292.0000
0.3000,300,1.0000,2.0000,100.0000,5.0000,3,295.6000
0.3000,300,1.0000,2.0000,100.0000,10.0000,1,291.0000
0.3000,300,1.0000,2.0000,100.0000,10.0000,2,293.8000
0.3000,300,1.0000,2.0000,100.0000,10.0000,3,297.9000
0.3000,300,1.0000,5.0000,10.0000,3.0000,1,291.0000
0.3000,300,1.0000,5.0000,10.0000,3.0000,2,291.0000
0.3000,300,1.0000,5.0000,10.0000,3.0000,3,291.0000
0.3000,300,1.0000,5.0000,10.0000,5.0000,1,291.0000
0.3000,300,1.0000,5.0000,10.0000,5.0000,2,291.0000
0.3000,300,1.0000,5.0000,10.0000,5.0000,3,291.0000
0.3000,300,1.0000,5.0000,10.0000,10.0000,1,291.0000
0.3000,300,1.0000,5.0000,10.0000,10.0000,2,291.0000
0.3000,300,1.0000,5.0000,10.0000,10.0000,3,291.0000
0.3000,300,1.0000,5.0000,100.0000,3.0000,1,291.0000
0.3000,300,1.0000,5.0000,100.0000,3.0000,2,291.2000
0.3000,300,1.0000,5.0000,100.0000,3.0000,3,291.0000
0.3000,300,1.0000,5.0000,100.0000,5.0000,1,291.0000
0.3000,300,1.0000,5.0000,100.0000,5.0000,2,291.0000
0.3000,300,1.0000,5.0000,100.0000,5.0000,3,291.2000
0.3000,300,1.0000,5.0000,100.0000,10.0000,1,291.0000
0.3000,300,1.0000,5.0000,100.0000,10.0000,2,291.0000
0.3000,300,1.0000,5.0000,100.0000,10.0000,3,291.4000
0.3000,300,2.5000,1.0000,10.0000,3.0000,1,319.5000
0.3000,300,2.5000,1.0000,10.0000,3.0000,2,332.6000
0.3000,300,2.5000,1.0000,10.0000,3.0000,3,323.0000
0.3000,300,2.5000,1.0000,10.0000,5.0000,1,321.0000
0.3000,300,2.5000,1.0000,10.0000,5.0000,2,349.9500
0.3000,300,2.5000,1.0000,10.0000,5.0000,3,319.8500
0.3000,300,2.5000,1.0000,10.0000,10.0000,1,322.3500
0.3000,300,2.5000,1.0000,10.0000,10.0000,2,374.0000
0.3000,300,2.5000,1.0000,10.0000,10.0000,3,320.2500
0.3000,300,2.5000,1.0000,100.0000,3.0000,1,344.4500
0.3000,300,2.5000,1.0000,100.0000,3.0000,2,373.3500
0.3000,300,2.5000,1.0000,100.0000,3.0000,3,386.9500
0.3000,300,2.5000,1.0000,100.0000,5.0000,1,335.8000
0.3000,300,2.5000,1.0000,100.0000,5.0000,2,385.4500
0.3000,300,2.5000,1.0000,100.0000,5.0000,3,379.6500
0.3000,300,2.5000,1.0000,100.0000,10.0000,1,345.5000
0.3000,300,2.5000,1.0000,100.0000,10.0000,2,407.6500
0.3000,300,2.5000,1.0000,100.0000,10.0000,3,398.4500
0.3000,300,2.5000,2.0000,10.0000,3.0000,1,295.0000
0.3000,300,2.5000,2.0000,10.0000,3.0000,2,300.5000
0.3000,300,2.5000,2.0000,10.0000,3.0000,3,295.6000
0.3000,300,2.5000,2.0000,10.0000,5.0000,1,294.0000
0.3000,300,2.5000,2.0000,10.0000,5.0000,2,306.7000
0.3000,300,2.5000,2.0000,10.0000,5.0000,3,296.9000
0.3000,300,2.5000,2.0000,10.0000,10.0000,1,294.6000
0.3000,300,2.5000,2.0000,10.0000,10.0000,2,324.9500
0.3000,300,2.5000,2.0000,10.0000,10.0000,3,297.6500
0.3000,300,2.5000,2.0000,100.0000,3.0000,1,305.5500
0.3000,300,2.5000,2.0000,100.0000,3.0000,2,310.2000
0.3000,300,2.5000,2.0000,100.0000,3.0000,3,334.7000
0.3000,300,2.5000,2.0000,100.0000,5.0000,1,301.4000
0.3000,300,2.5000,2.0000,100.0000,5.0000,2,322.4500
0.3000,300,2.5000,2.0000,100.0000,5.0000,3,335.9000
0.3000,300,2.5000,2.0000,100.0000,10.0000,1,298.5000
0.3000,300,2.5000,2.0000,100.0000,10.0000,2,342.4000
0.3000,300,2.5000,2.0000,100.0000,10.0000,3,330.2000
0.3000,300,2.5000,5.0000,10.0000,3.0000,1,291.4000
0.3000,300,2.5000,5.0000,10.0000,3.0000,2,291.0000
0.3000,300,2.5000,5.0000,10.0000,3.0000,3,291.4000
0.3000,300,2.5000,5.0000,10.0000,5.0000,1,291.2000
0.3000,300,2.5000,5.0000,10.0000,5.0000,2,291.6000
0.3000,300,2.5000,5.0000,10.0000,5.0000,3,291.2000
0.3000,300,2.5000,5.0000,10.0000,10.0000,1,291.0000
0.3000,300,2.5000,5.0000,10.0000,10.0000,2,292.6000
0.3000,300,2.5000,5.0000,10.0000,10.0000,3,291.2000
0.3000,300,2.5000,5.0000,100.0000,3.0000,1,291.2000
0.3000,300,2.5000,5.0000,100.0000,3.0000,2,291.6000
0.3000,300,2.5000,5.0000,100.0000,3.0000,3,294.8000
0.3000,300,2.5000,5.0000,100.0000,5.0000,1,291.2000
0.3000,300,2.5000,5.0000,100.0000,5.0000,2,292.2000
0.3000,300,2.5000,5.0000,100.0000,5.0000,3,298.5500
0.3000,300,2.5000,5.0000,100.0000,10.0000,1,292.6000
0.3000,300,2.5000,5.0000,100.0000,10.0000,2,291.6000
0.3000,300,2.5000,5.0000,100.0000,10.0000,3,294.2000
0.5000,50,1.0000,1.0000,10.0000,3.0000,1,292.4000
0.5000,50,1.0000,1.0000,10.0000,3.0000,2,296.5500
0.5000,50,1.0000,1.0000,10.0000,3.0000,3,310.7000
0.5000,50,1.0000,1.0000,10.0000,5.0000,1,292.5000
0.5000,50,1.0000,1.0000,10.0000,5.0000,2,301.0500
0.5000,50,1.0000,1.0000,10.0000,5.0000,3,321.1000
0.5000,50,1.0000,1.0000,10.0000,10.0000,1,291.4000
0.5000,50,1.0000,1.0000,10.0000,10.0000,2,298.8500
0.5000,50,1.0000,1.0000,10.0000,10.0000,3,315.1500
0.5000,50,1.0000,1.0000,100.0000,3.0000,1,292.4000
0.5000,50,1.0000,1.0000,100.0000,3.0000,2,297.3000
0.5000,50,1.0000,1.0000,100.0000,3.0000,3,328.7500
0.5000,50,1.0000,1.0000,100.0000,5.0000,1,293.2000
0.5000,50,1.0000,1.0000,100.0000,5.0000,2,301.7500
0.5000,50,1.0000,1.0000,100.0000,5.0000,3,331.3000
0.5000,50,1.0000,1.0000,100.0000,10.0000,1,293.6000
0.5000,50,1.0000,1.0000,100.0000,10.0000,2,319.2000
0.5000,50,1.0000,1.0000,100.0000,10.0000,3,331.9000
0.5000,50,1.0000,2.0000,10.0000,3.0000,1,291.0000
0.5000,50,1.0000,2.0000,10.0000,3.0000,2,291.0000
0.5000,50,1.0000,2.0000,10.0000,3.0000,3,299.3500
0.5000,50,1.0000,2.0000,10.0000,5.0000,1,291.2000
0.5000,50,1.0000,2.0000,10.0000,5.0000,2,292.4000
0.5000,50,1.0000,2.0000,10.0000,5.0000,3,298.2500
0.5000,50,1.0000,2.0000,10.0000,10.0000,1,291.0000
0.5000,50,1.0000,2.0000,10.0000,10.0000,2,293.4000
0.5000,50,1.0000,2.0000,10.0000,10.0000,3,297.7500
0.5000,50,1.0000,2.0000,100.0000,3.0000,1,291.0000
0.5000,50,1.0000,2.0000,100.0000,3.0000,2,292.4000
0.5000,50,1.0000,2.0000,100.0000,3.0000,3,305.7500
0.5000,50,1.0000,2.0000,100.0000,5.0000,1,291.0000
0.5000,50,1.0000,2.0000,100.0000,5.0000,2,295.0000
0.5000,50,1.0000,2.0000,100.0000,5.0000,3,301.5500
0.5000,50,1.0000,2.0000,100.0000,10.0000,1,291.2000
0.5000,50,1.0000,2.0000,100.0000,10.0000,2,297.0500
0.5000,50,1.0000,2.0000,100.0000,10.0000,3,307.8000
0.5000,50,1.0000,5.0000,10.0000,3.0000,1,291.0000
0.5000,50,1.0000,5.0000,10.0000,3.0000,2,291.0000
0.5000,50,1.0000,5.0000,10.0000,3.0000,3,291.0000
0.5000,50,1.0000,5.0000,10.0000,5.0000,1,291.0000
0.5000,50,1.0000,5.0000,10.0000,5.0000,2,291.0000
0.5000,50,1.0000,5.0000,10.0000,5.0000,3,291.0000
0.5000,50,1.0000,5.0000,10.0000,10.0000,1,291.0000
0.5000,50,1.0000,5.0000,10.0000,10.0000,2,291.0000
0.5000,50,1.0000,5.0000,10.0000,10.0000,3,291.0000
0.5000,50,1.0000,5.0000,100.0000,3.0000,1,291.0000
0.5000,50,1.0000,5.0000,100.0000,3.0000,2,291.0000
0.5000,50,1.0000,5.0000,100.0000,3.0000,3,291.4000
0.5000,50,1.0000,5.0000,100.0000,5.0000,1,291.0000
0.5000,50,1.0000,5.0000,100.0000,5.0000,2,291.0000
0.5000,50,1.0000,5.0000,100.0000,5.0000,3,291.6000
0.5000,50,1.0000,5.0000,100.0000,10.0000,1,291.0000
0.5000,50,1.0000,5.0000,100.0000,10.0000,2,291.0000
0.5000,50,1.0000,5.0000,100.0000,10.0000,3,291.2000
0.5000,50,2.5000,1.0000,10.0000,3.0000,1,335.8000
0.5000,50,2.5000,1.0000,10.0000,3.0000,2,353.0500
0.5000,50,2.5000,1.0000,10.0000,3.0000,3,354.1500
0.5000,50,2.5000,1.0000,10.0000,5.0000,1,325.8500
0.5000,50,2.5000,1.0000,10.0000,5.0000,2,352.4500
0.5000,50,2.5000,1.0000,10.0000,5.0000,3,349.6000
0.5000,50,2.5000,1.0000,10.0000,10.0000,1,323.5500
0.5000,50,2.5000,1.0000,10.0000,10.0000,2,382.8500
0.5000,50,2.5000,1.0000,10.0000,10.0000,3,340.0500
0.5000,50,2.5000,1.0000,100.0000,3.0000,1,349.2000
0.5000,50,2.5000,1.0000,100.0000,3.0000,2,370.2000
0.5000,50,2.5000,1.0000,100.0000,3.0000,3,403.1000
0.5000,50,2.5000,1.0000,100.0000,5.0000,1,359.5000
0.5000,50,2.5000,1.0000,100.0000,5.0000,2,386.8500
0.5000,50,2.5000,1.0000,100.0000,5.0000,3,405.2500
0.5000,50,2.5000,1.0000,100.0000,10.0000,1,359.6500
0.5000,50,2.5000,1.0000,100.0000,10.0000,2,406.6500
0.5000,50,2.5000,1.0000,100.0000,10.0000,3,421.0000
0.5000,50,2.5000,2.0000,10.0000,3.0000,1,297.0000
0.5000,50,2.5000,2.0000,10.0000,3.0000,2,300.5000
0.5000,50,2.5000,2.0000,10.0000,3.0000,3,311.3500
0.5000,50,2.5000,2.0000,10.0000,5.0000,1,299.0500
0.5000,50,2.5000,2.0000,10.0000,5.0000,2,307.3500
0.5000,50,2.5000,2.0000,10.0000,5.0000,3,306.4000
0.5000,50,2.5000,2.0000,10.0000,10.0000,1,296.7500
0.5000,50,2.5000,2.0000,10.0000,10.0000,2,338.4500
0.5000,50,2.5000,2.0000,10.0000,10.0000,3,308.0000
0.5000,50,2.5000,2.0000,100.0000,3.0000,1,308.9500
0.5000,50,2.5000,2.0000,100.0000,3.0000,2,314.6500
0.5000,50,2.5000,2.0000,100.0000,3.0000,3,353.8500
0.5000,50,2.5000,2.0000,100.0000,5.0000,1,303.8500
0.5000,50,2.5000,2.0000,100.0000,5.0000,2,336.1000
0.5000,50,2.5000,2.0000,100.0000,5.0000,3,355.5500
0.5000,50,2.5000,2.0000,100.0000,10.0000,1,301.9000
0.5000,50,2.5000,2.0000,100.0000,10.0000,2,350.2000
0.5000,50,2.5000,2.0000,100.0000,10.0000,3,362.9500
0.5000,50,2.5000,5.0000,10.0000,3.0000,1,291.6000
0.5000,50,2.5000,5.0000,10.0000,3.0000,2,291.0000
0.5000,50,2.5000,5.0000,10.0000,3.0000,3,291.0000
0.5000,50,2.5000,5.0000,10.0000,5.0000,1,291.0000
0.5000,50,2.5000,5.0000,10.0000,5.0000,2,292.8000
0.5000,50,2.5000,5.0000,10.0000,5.0000,3,291.0000
0.5000,50,2.5000,5.0000,10.0000,10.0000,1,291.2000
0.5000,50,2.5000,5.0000,10.0000,10.0000,2,292.4000
0.5000,50,2.5000,5.0000,10.0000,10.0000,3,291.4000
0.5000,50,2.5000,5.0000,100.0000,3.0000,1,292.0000
0.5000,50,2.5000,5.0000,100.0000,3.0000,2,291.8000
0.5000,50,2.5000,5.0000,100.0000,3.0000,3,296.8500
0.5000,50,2.5000,5.0000,100.0000,5.0000,1,291.6000
0.5000,50,2.5000,5.0000,100.0000,5.0000,2,293.9000
0.5000,50,2.5000,5.0000,100.0000,5.0000,3,303.5500
0.5000,50,2.5000,5.0000,100.0000,10.0000,1,291.2000
0.5000,50,2.5000,5.0000,100.0000,10.0000,2,293.4000
0.5000,50,2.5000,5.0000,100.0000,10.0000,3,298.2000
0.5000,100,1.0000,1.0000,10.0000,3.0000,1,292.6000
0.5000,100,1.0000,1.0000,10.0000,3.0000,2,297.3000
0.5000,100,1.0000,1.0000,10.0000,3.0000,3,315.4500
0.5000,100,1.0000,1.0000,10.0000,5.0000,1,291.2000
0.5000,100,1.0000,1.0000,10.0000,5.0000,2,301.3000
0.5000,100,1.0000,1.0000,10.0000,5.0000,3,311.2000
0.5000,100,1.0000,1.0000,10.0000,10.0000,1,291.4000
0.5000,100,1.0000,1.0000,10.0000,10.0000,2,308.8000
0.5000,100,1.0000,1.0000,10.0000,10.0000,3,318.0000
0.5000,100,1.0000,1.0000,100.0000,3.0000,1,291.2000
0.5000,100,1.0000,1.0000,100.0000,3.0000,2,296.1000
0.5000,100,1.0000,1.0000,100.0000,3.0000,3,331.5000
0.5000,100,1.0000,1.0000,100.0000,5.0000,1,291.4000
0.5000,100,1.0000,1.0000,100.0000,5.0000,2,299.1000
0.5000,100,1.0000,1.0000,100.0000,5.0000,3,326.7500
0.5000,100,1.0000,1.0000,100.0000,10.0000,1,291.6000
0.5000,100,1.0000,1.0000,100.0000,10.0000,2,312.2500
0.5000,100,1.0000,1.0000,100.0000,10.0000,3,326.5500
0.5000,100,1.0000,2.0000,10.0000,3.0000,1,291.0000
0.5000,100,1.0000,2.0000,10.0000,3.0000,2,291.0000
0.5000,100,1.0000,2.0000,10.0000,3.0000,3,295.6000
0.5000,100,1.0000,2.0000,10.0000,5.0000,1,291.0000
0.5000,100,1.0000,2.0000,10.0000,5.0000,2,292.4000
0.5000,100,1.0000,2.0000,10.0000,5.0000,3,299.0500
0.5000,100,1.0000,2.0000,10.0000,10.0000,1,291.0000
0.5000,100,1.0000,2.0000,10.0000,10.0000,2,294.0000
0.5000,100,1.0000,2.0000,10.0000,10.0000,3,299.3500
0.5000,100,1.0000,2.0000,100.0000,3.0000,1,291.2000
0.5000,100,1.0000,2.0000,100.0000,3.0000,2,292.8000
0.5000,100,1.0000,2.0000,100.0000,3.0000,3,301.6000
0.5000,100,1.0000,2.0000,100.0000,5.0000,1,291.2000
0.5000,100,1.0000,2.0000,100.0000,5.0000,2,292.6000
0.5000,100,1.0000,2.0000,100.0000,5.0000,3,300.1500
0.5000,100,1.0000,2.0000,100.0000,10.0000,1,291.0000
0.5000,100,1.0000,2.0000,100.0000,10.0000,2,294.4000
0.5000,100,1.0000,2.0000,100.0000,10.0000,3,308.0000
0.5000,100,1.0000,5.0000,10.0000,3.0000,1,291.0000
0.5000,100,1.0000,5.0000,10.0000,3.0000,2,291.0000
0.5000,100,1.0000,5.0000,10.0000,3.0000,3,291.2000
0.5000,100,1.0000,5.0000,10.0000,5.0000,1,291.0000
0.5000,100,1.0000,5.0000,10.0000,5.0000,2,291.0000
0.5000,100,1.0000,5.0000,10.0000,5.0000,3,291.0000
0.5000,100,1.0000,5.0000,10.0000,10.0000,1,291.0000
0.5000,100,1.0000,5.0000,10.0000,10.0000,2,291.0000
0.5000,100,1.0000,5.0000,10.0000,10.0000,3,291.0000
0.5000,100,1.0000,5.0000,100.0000,3.0000,1,291.0000
0.5000,100,1.0000,5.0000,100.0000,3.0000,2,291.0000
0.5000,100,1.0000,5.0000,100.0000,3.0000,3,291.2000
0.5000,100,1.0000,5.0000,100.0000,5.0000,1,291.0000
0.5000,100,1.0000,5.0000,100.0000,5.0000,2,291.0000
0.5000,100,1.0000,5.0000,100.0000,5.0000,3,291.4000
0.5000,100,1.0000,5.0000,100.0000,10.0000,1,291.0000
0.5000,100,1.0000,5.0000,100.0000,10.0000,2,291.0000
0.5000,100,1.0000,5.0000,100.0000,10.0000,3,291.2000
0.5000,100,2.5000,1.0000,10.0000,3.0000,1,332.9500
0.5000,100,2.5000,1.0000,10.0000,3.0000,2,351.5000
0.5000,100,2.5000,1.0000,10.0000,3.0000,3,342.5000
0.5000,100,2.5000,1.0000,10.0000,5.0000,1,331.5000
